Company_name,layoff_size,dates,Ticker
"MARRIOTT HOTEL SERVICES, INC., DBA THE RITZ-CARLTON, LOS ANGELES AND JW MARRIOTT L.A. LIVE",62.0,['2020-09-04'],MU
"MARRIOTT HOTEL SERVICES, INC., DBA WILDHORSE",123.0,['2020-06-11'],MU
"MARRIOTT HOTEL SERVICES, INC., SJMEC, INC., DBA SAN JOSE MARRIOTT",229.0,['2020-04-11'],MU
MARRIOTT HYATT HOUSE BELMONT,128.0,"['2020-04-20', '2024-02-22']",
"MARRIOTT INTERNATIONAL ADMINISTRATIVE SERVICES, INC.",315.0,['2020-04-17'],MU
MARRIOTT INTERNATIONAL CUSTOMER ENGAGEMENT CENTER,847.0,"['2020-06-11', '2020-06-18', '2020-06-19']",
MARRIOTT INTERNATIONAL INC. D/B/A MARRIOTT ST. LOUIS GRAND,2731.0,"['2020-04-09', '2020-06-01', '2020-06-03', '2020-06-08', '2021-01-04']",
MARRIOTT INTERNATIONAL INC. DBA JW MARRIOTT SAN FRANCISCO UNION SQUARE,995.0,"['2020-04-07', '2020-04-13', '2020-04-15', '2020-09-10']",
"MARRIOTT INTERNATIONAL INC., DBA SEATTLE MARRIOTT WATERFRONT",196.0,"['2020-06-01', '2021-01-05']",MAR
"MARRIOTT INTERNATIONAL, INC DBA SANTA CLARA",98.0,['2020-09-04'],MAR
"MARRIOTT INTERNATIONAL, INC. (STARLAB OPERATIONS)",342.0,"['2013-04-14', '2016-09-30', '2016-11-28', '2016-12-28', '2020-08-26']",MAR
"MARRIOTT INTERNATIONAL, INC. (UPDATE TO 10/27/16 NOTICE)",56.0,"['2016-11-28', '2016-12-28', '2017-01-27']",MAR
"MARRIOTT INTERNATIONAL, INC. DBA NEW YORK MARRIOTT DOWNTOWN",1265.0,['2020-06-04'],MAR
"MARRIOTT INTERNATIONAL, INC. DBA THE ALGONQUIN HOTEL TIMES SQUARE, AUTOGRAPH COLLECTION (59 WEST 44TH STREET)",130.0,['2020-06-02'],MAR
MARRIOTT KANSAS CITY COUNTRY CLUB PLAZA,114.0,['2020-04-16'],
MARRIOTT KAUAI LAGOONS,69.0,['2020-09-25'],
MARRIOTT KOOLINA BEACH CLUB,314.0,['2020-09-25'],
MARRIOTT LAGUNA CLIFFS,16.0,['2020-09-25'],
MARRIOTT MILWAUKEE DOWNTOWN,56.0,['2020-07-02'],
MARRIOTT MPLS CITY CENTER 2020,149.0,['2020-06-01'],
MARRIOTT NASHVILLE AIRPORT 2,182.0,['2021-01-04'],
MARRIOTT ODESSA HOTEL,128.0,"['2014-11-06', '2020-03-21']",
MARRIOTT ORLANDO DOWNTOWN,50.0,['2020-06-02'],
"MARRIOTT OWNERSHIP RESORTS, INC.; KAUAI LAGOONS",286.0,['2020-09-03'],
"MARRIOTT PAYROLL SERVIES, LLC (THE BOSTON MARRIOTT COPLEY PLACE HOTEL)",93.0,['2020-06-02'],
MARRIOTT PORTLAND DOWNTOWN WATERFRONT,393.0,['2020-06-05'],
MARRIOTT RANCHO CORDOVA,100.0,['2020-05-14'],
MARRIOTT RESORTS HOSPITALITY CORPORATION,677.0,"['2020-09-03', '2020-09-14', '2020-09-25']",
MARRIOTT RESORTS HOSPITALITY CORPORATION; KAUAI LAGOONS *,370.0,['2020-09-03'],
MARRIOTT RIVERWALK,45.0,['2020-08-27'],
MARRIOTT ST. PETERSBURG,81.0,['2020-04-01'],
MARRIOTT TEANECK @ GLENPOINTE,207.0,['2010-06-01'],
MARRIOTT VACATION WORLDWIDE,220.0,"['2020-03-23', '2025-08-08']",VAC
MARRIOTT VILLAGE ORLANDO COMPLEX,190.0,['2020-06-04'],
MARRIOTT VILLAGE ORLANDO COMPLEX COURTYARD BY MARRIOTT ORLANDO LAKE BUENA VISTA IN THE MARRIOTT VILLAGE,112.0,['2020-08-21'],
MARRIOTT WASHINGTON WARDMAN PARK,731.0,['2020-06-08'],
MARRIOTT WESTMINSTER - UPDATE,45.0,['2020-07-02'],
MARRIOTT YPSILANTI AT EAGLE CREST,125.0,['2020-06-15'],
MARRIOTT-CRYSTAL GATEWAY,308.0,['2020-06-05'],
MARRIOTT-SAN DIEGO LA JOLLA,161.0,['2020-03-20'],
MARRIOTT-WESTFIELDS WASHINGTON DULLES-,167.0,['2020-06-05'],
MARRIOTT/STARWOOD SCOTTSDALE OFFICE,76.0,['2016-11-29'],
"MARRITT ADMINISTRATIVE SERVICES, INC.",98.0,['2020-04-17'],MU
MARS FOOD NORTH AMERICA,63.0,['2017-06-02'],
MARS SUPER MARKETS INC.,1150.0,"['2014-01-08', '2016-05-27']",
MARS WRIGLEY,282.0,['2023-10-09'],
MARSDEN SERVICES LLC,695.0,"['2021-01-28', '2024-01-11', '2025-11-14', '2026-04-16']",
MARSH PLATING CORP.,73.0,['2020-04-20'],
MARSH PLATING-WILLOW RUN,15.0,['2020-04-20'],
"MARSHAL S. FRUMIN, M.D.",6.0,['2021-12-02'],MDIA3.SA
MARSHALL CLUBHOUSE,16.0,['2024-05-17'],
MARSHALL EXCELSIOR CO INC,152.0,"['2023-01-30', '2025-07-08']",
MARSHALL RETAIL GROUP,804.0,"['2020-06-01', '2020-06-18']",
MARSHALLS - MINNEAPOLIS 2022,45.0,['2022-12-01'],
"MARSHALLS OF CA, LLC",172.0,"['2011-02-11', '2025-10-17']",VRT
MARSHALLS STORE 113,64.0,['2022-11-08'],
MARSHFIELD CLINIC HEALTH SYSTEM,624.0,"['2018-09-17', '2023-01-30', '2023-03-01']",
MARSHFIELD FOOD SAFETY SERVICES,18.0,['2017-07-24'],
MARTIN ELECTRIC,60.0,"['2012-06-15', '2020-03-27']",
MARTIN JEFFERSON & SONS,126.0,"['2012-12-31', '2020-04-08']",
MARTIN MILLS,250.0,"['2014-01-07', '2016-11-30']",
MARTIN MILLS/FRUIT OF THE LOOM,65.0,['2014-01-23'],
MARTIN RUBBER CORPORATION,311.0,"['2014-08-18', '2020-08-03', '2021-08-19', '2022-09-09']",
"MARTIN YAN NOODLES, LLC DBA M.Y. CHINA",83.0,['2020-04-14'],
MARTIN'S,1414.0,"['2016-06-14', '2016-12-08', '2017-04-11', '2017-04-24']",JEM.MU
MARTIN'S STORE #5700,842.0,['2017-05-16'],
MARTIN'S STORE #6428,344.0,['2017-05-16'],
MARTIN-BOWER COMPNAY,349.0,"['2020-04-01', '2020-04-02', '2020-04-17']",
"MARTIN-BROWER, LLC",88.0,['2010-12-13'],VRT
"MARTINIQUE NEW YORK ON BROADWAY, CURIO COLLECTION BY HILTON HOTEL",123.0,['2020-03-31'],
MARTINIS ABATTOIR & WHOLESALE MEATS INC.,224.0,"['2013-09-17', '2015-03-05']",
MARTINREA,144.0,['2024-11-18'],MRE.TO
MARTINREA HEAVY STAMPING,344.0,"['2016-07-01', '2025-10-01']",
"MARTY SUSSMAN ORGANIZATION, INC",137.0,['2020-04-01'],MU
MARUGAME UDON USA LLC,141.0,"['2020-05-23', '2020-09-02']",
MARUKAI HAWAII CO. LTD.,151.0,['2020-11-16'],
MARVELL,320.0,['2023-03-21'],MRVL
"MARVELL SEMICONDUCTER, INC.",1533.0,"['2014-06-06', '2015-10-16', '2015-12-07', '2016-11-02', '2016-11-08', '2017-03-01', '2017-04-20', '2017-05-12', '2017-05-22', '2017-06-09', '2017-07-14', '2017-09-13', '2017-09-22', '2017-09-28', '2017-10-12', '2018-02-14', '2018-07-09', '2018-07-12', '2018-10-31', '2019-03-07', '2019-03-08', '2019-04-09', '2019-06-25', '2019-06-26', '2019-08-12', '2019-08-14', '2019-11-05', '2019-11-14', '2020-02-25', '2020-08-13', '2020-08-17', '2020-11-16', '2023-04-03', '2023-12-14', '2024-02-27', '2024-06-20']",MU
MARVELL SEMICONDUCTOR,40.0,"['2017-04-04', '2018-01-12', '2018-07-09']",
"MARVIN LUMBER AND CEDAR COMPANY, LLC",167.0,['2025-11-03'],VRT
"MARYHAVEN CENTER OF HOPE INC. (CHILDREN'S RESIDENTIAL PROGRAM, BOY'S DORMITORY, YOUNG MEN'S DORMITORY, CENTER DORMITORY AND CRP HOUSE A AND C - PORT JEFFERSON)",167.0,['2020-05-26'],
"MARYHAVEN CENTER OF HOPE, INC. (VOCATIONAL REHABILITATION AND DAY HABILITATION TRANSPORTATION SERVICES DEPT.)",75.0,['2019-02-27'],
"MARYLAND CINEMA INVESTMENTS, LLC D/B/A CINÉPOLIS",65.0,['2020-05-15'],
MARYLAND COALITION OF FAMILIES,35.0,['2025-06-05'],
MAS US HOLDINGS INC,124.0,['2020-01-06'],
"MASA NY, LLC DBA MASA AND BAR MASA",58.0,['2020-03-21'],
MASCO BATH CORP.,316.0,"['2012-04-10', '2013-06-03']",
"MASHABLE, INC.",49.0,['2017-12-05'],MU
MASIMO CORPORATION,188.0,"['2018-07-09', '2024-11-14']",MASI
MASIS STAFFING SOLUTIONS,110.0,"['2018-02-02', '2022-08-12']",
MASLOW MEDIA GROUP,145.0,"['2016-01-29', '2016-02-18', '2016-02-24', '2016-02-26', '2016-03-21']",
"MASON CITY CLINIC, P.C.",294.0,['2025-10-29'],PCSGH.BK
MASON COUNTY FOREST PRODUCTS,134.0,"['2010-06-02', '2020-03-01']",
MASONICARE PARTNERS HOME HEALTH AND HOSPICE,267.0,"['2012-05-01', '2018-08-08', '2022-03-03']",
MASONICO LLC,176.0,['2010-01-14'],
MASONITE CORPORATION (GREENVILLE),75.0,['2024-01-08'],
MASSAGE ENVY,133.0,"['2020-03-23', '2020-04-14', '2020-04-15']",
MASSAGE RETREAT & SPA,116.0,['2019-12-01'],
MASSBIOLOGICS,26.0,['2023-02-24'],
MASSBIOLOGICS OF THE UMASS CHAN MEDICAL SCHOOL,36.0,['2023-12-05'],
MASTER - BILT PRODUCTS,283.0,['2020-05-18'],
MASTER GUARD,1360.0,['2020-04-02'],
MASTER WOODCRAFT CABINETRY,374.0,['2024-07-18'],
MASTERBRAND,458.0,['2022-12-05'],MBC
MASTERBRAND CABINETS,903.0,"['2018-06-12', '2022-10-10', '2023-07-11', '2025-02-12']",
MASTERCLASS,199.0,"['2022-06-22', '2023-03-02', '2023-06-01']",MASEZZX
"MASTROIANNI BROS, INC.",51.0,['2016-07-04'],MU
MASTROIANNI FAMILY ENTERPRISES DBA JAY'S CATERING & ELLIE'S TABLE,94.0,['2020-07-09'],
MATCH GROUP,325.0,"['2023-02-01', '2024-07-31', '2025-05-08']",MTCH
MATER DEI PREP,46.0,['2015-04-01'],
"MATHESON FAST FREIGHT, INC.",1846.0,"['2010-03-06', '2023-08-15', '2023-08-16', '2023-08-31', '2023-10-01', '2023-10-18', '2023-11-09', '2023-11-15', '2023-12-01', '2023-12-04', '2024-01-12']",MU
MATHESON FLIGHT EXTENDERS,162.0,"['2023-12-01', '2023-12-04']",
MATHEW ENTERPRISE INC. DBA STEVENS CREEK CHRYSLER JEEP DODGE,149.0,"['2020-05-26', '2020-05-27']",
"MATHEW ENTERPRISE, INC. DBA SERRAMONTE SUBARU",85.0,['2020-05-29'],
MATHIS BROTHERS,374.0,['2020-03-25'],
MATLET/GROUP,180.0,['2018-10-09'],
"MATREX, A DIVISION OF LEGGETT & PLATT COMPONENTS COMPANY, INC. COVID19",101.0,['2020-04-17'],
"MATRIX MEDICAL NETWORK (COMMUNITY CARE HEALTH NETWORK, INC.)",58.0,"['2012-08-03', '2017-11-27']",MU
"MATRIX MEDICAL NETWORK (VOTIVA HEALTH, LLC)",19.0,['2012-08-03'],VRT
MATRIXPORT,29.0,['2023-01-27'],
MATSU OHIO,175.0,['2020-04-29'],
MATTEL,105.0,['2023-03-27'],MAT
"MATTEL HQ, INC. DBA MATTEL",139.0,['2020-05-14'],
"MATTEL, INC.",986.0,"['2010-07-30', '2014-03-25', '2015-03-19', '2017-12-08', '2018-04-09', '2018-07-31', '2020-10-20', '2025-03-17', '2025-11-01', '2025-11-13', '2026-03-24']",MAT
MATTERPORT,260.0,"['2020-04-09', '2023-07-11']",
"MATTHEW WARREN, INC.",44.0,['2023-06-14'],MU
MATTHEWS INTERNATIONAL CORPORATION REVISED (6/14/19),244.0,['2019-02-27'],
MATTRESS FIRM,731.0,"['2018-10-01', '2023-02-09', '2023-04-08']",
MAU – BMW,1103.0,"['2020-03-31', '2020-04-06']",
MAUI LINEN SUPPLY LLC (PURESTAR),179.0,['2023-08-25'],
MAUI SEASIDE HOTEL,58.0,['2019-01-16'],
MAUNA KEA RESORT,248.0,"['2020-03-24', '2020-04-16', '2020-09-03']",
MAUNA LANI,651.0,['2020-03-23'],
MAUSER PACKAGING SOLUTIONS,266.0,"['2020-03-09', '2024-05-09', '2024-05-13', '2024-06-01']",
MAVEN,31.0,['2020-03-30'],96W.F
MAVEN CLINIC,60.0,['2024-11-01'],
MAVEN HOTEL AT DAIRY BLOCK,231.0,"['2020-03-27', '2020-05-15', '2024-12-02']",
MAVENIR,236.0,"['2014-10-12', '2023-01-18']",
MAVERICK HELICOPTERS,74.0,['2020-07-13'],
MAVERICK TUBE CORPORATION D/B/A TENARIS CONROE,236.0,['2015-02-23'],
MAVERICK WASHINGTON LLC / SILVER DOLLAR SEATAC CASINO,65.0,['2026-04-21'],
"MAVERIK, INC",624.0,"['2013-04-01', '2015-01-26', '2025-08-06']",0P0001LIG6.F
"MAX HOME, LLC MAX",135.0,['2019-04-25'],
MAX'S ARTISAN BREADS,61.0,['2020-04-13'],
"MAX'S ON THE SQUARE, INC.",55.0,['2012-02-26'],MU
MAXAR SPACE LLC - CHARLESTON,7.0,['2024-02-02'],
MAXAR SPACE LLC - MEADOW,8.0,['2024-02-02'],
"MAXCYTE, INC. (MAXCYTE HEADQUARTERS)",20.0,['2025-09-23'],MXCT
"MAXFIELD ENTERPRISES, INC. DBA CHROME HEARTS",8.0,['2020-05-09'],
MAXIM HEALTHCARE SERVICE,933.0,"['2011-10-11', '2016-03-08', '2017-01-27', '2020-08-21']",
MAXIM INTEGRATED PRODUCT,186.0,"['2015-07-01', '2015-07-10', '2015-07-21', '2017-01-27']",
MAXIM INTEGRATED-DALLAS ALAMO,107.0,['2017-01-20'],
MAXIMUM SOLUTIONS,5.0,['2018-10-01'],
MAXIMUS,226.0,"['2011-07-18', '2014-02-24', '2014-12-24', '2015-04-30', '2018-06-29']",MMS
MAXIMUS FEDERAL SERVICES,632.0,"['2012-03-01', '2020-03-30', '2022-04-11']",
MAXIMUS GLOBAL SERVICES,123.0,['2026-05-06'],
"MAXIMUS HUMAN SERVICES, INC.",57.0,['2013-05-08'],MU
MAXIMUS KANCARE CLEARINGHOUSE,247.0,"['2020-10-28', '2024-09-01']",
"MAXIMUS, INC.",212.0,"['2020-08-04', '2023-11-01', '2024-05-24', '2024-11-22']",MMS
"MAXIMUS, INC. (AT U.S. CENSUS BUREAU)",221.0,['2020-08-03'],MMS
"MAXIMUS, INC. FLORIDA HEALTHY KIDS PROJECT",100.0,"['2022-02-01', '2022-03-31']",MMS
MAXIMUS-AUSTIN,88.0,['2017-05-01'],
MAXIMUS-IRVING,56.0,['2017-01-29'],
MAXIMUS-MIDLAND,319.0,['2014-09-03'],
MAXIMÓN,60.0,['2020-12-15'],
"MAXION WHEELS AKRON, LLC",272.0,"['2018-11-01', '2020-08-11', '2022-12-19']",VRT
MAXMILHAS,249.0,"['2020-04-03', '2023-09-05']",
MAXWELL CLUBHOUSE,11.0,['2024-05-17'],
MAXWELL’S INTERNATIONAL INC,79.0,['2020-04-03'],
"MAYA BAKERSFIELD CINEMAS OPERATING COMPANY, LLC",999.0,"['2020-04-20', '2020-05-06']",VRT
MAYACAMA CLUB,147.0,['2020-04-11'],
"MAYBOURNE BEVERLY HILLS OPERATOR, LLC",348.0,['2020-08-12'],VRT
MAYFIELD DAIRY FARMS,45.0,['2013-04-05'],
"MAYFIELD HOUSE, LLC DBA MAYFIELD BAKERY AND CAFE",51.0,['2020-07-28'],
MAYFIELD ROBOTICS,63.0,['2018-08-21'],
MAYFLOWER INN SPA*,98.0,['2020-03-25'],
MAYHEW BESTWAY,41.0,['2024-09-30'],
MAYLINE (DBA SAFCO PRODUCTS CO.),127.0,['2018-07-02'],
MAYLINE (DBA SAFCO PRODUCTS CO.) - REVISION 1,254.0,"['2018-09-04', '2018-10-01']",
MAYNE STREET PRESCHOOL,336.0,"['2010-08-01', '2010-10-31', '2011-07-19', '2016-01-21', '2020-03-27']",
MAYO,234.0,"['2023-03-01', '2023-10-17', '2025-09-01', '2025-10-01']",6738.TWO
MAYO CLINIC,6.0,"['2020-12-05', '2023-10-01', '2025-09-01']",
MAYO FAIRMONT,16.0,['2019-11-01'],
MAYO SPRINGFIELD HOSPITAL & CLINIC & LAMBERTON CLINIC 2019,68.0,['2019-12-01'],
MAYO4SAM LLC DBA P.J. SWEENEY'S RESTAURANT & PUB,35.0,['2023-09-01'],
MAYRICH CONSTRUCTION CORP.,17.0,"['2020-03-30', '2020-06-01']",
MAYRICH EQUIPMENT CORP.,19.0,['2020-03-30'],
MAYSTEEL,70.0,['2023-06-27'],
MAYSTEEL LLC,100.0,['2012-09-13'],
MAYVILLE ENGINEERING COMPANY,208.0,"['2020-07-06', '2024-09-19']",MEC
MAYWOOD L'CHAIM DBA COOKIES LOS ANGELES,78.0,['2021-12-28'],
"MAZDA MOTORS OF AMERICA, INC.",261.0,"['2012-07-02', '2018-06-05', '2019-10-08', '2024-07-03']",MU
MB FINANCIAL BANK,688.0,"['2018-04-25', '2018-04-26', '2018-07-02']",
MBM FOODSERVICE,154.0,"['2012-02-22', '2014-10-06']",
MBM MCFARLAND & SONS,144.0,"['2010-09-25', '2017-10-04']",
"MBP TITAN, LLC",150.0,"['2020-04-30', '2020-07-28']",VRT
"MBPO, LLC DBA MANHATTAN BEACH POST",109.0,"['2020-04-24', '2021-01-05']",27756.HK
MBRP RESTAURANT INC. (THE STUMBLE INN),89.0,['2020-04-17'],
MC CANN'S ENGNG & MANUFACT. CO. (MANITOWOC),82.0,['2013-01-04'],
"MC MANAGEMENT, INC./JR CIGAR",135.0,"['2015-09-07', '2015-09-09']",
MC MINING COMPLEX - EXCEL MINING,227.0,['2024-11-15'],
MC SPORTING GOODS,250.0,['2017-02-08'],
"MCAFEE, LLC",244.0,"['2019-10-17', '2021-01-12']",VRT
MCARDLE PRINTING COMPANY,77.0,['2017-08-10'],
MCC BB PROPERTY,67.0,"['2015-09-22', '2015-12-14']",
"MCCAIN FOODS, INC.",180.0,"['2011-03-08', '2019-01-11']",MU
"MCCALL FARMS, INC.",64.0,['2014-12-19'],MU
MCCANN,60.0,['2025-02-04'],
MCCARTHY OTR RETREADING,38.0,['2015-06-01'],
"MCCARTHY TIRE SERVICE COMPANY OF NEW YORK, INC.",33.0,['2017-08-31'],MU
"MCCLATCHY COMPANY, LLC",199.0,['2020-09-25'],VRT
"MCCONNELL CABINETS, INC",131.0,['2011-04-01'],MU
MCCORMICK & SCHMICK RESTAURANT CORP. DBA MASTRO'S STEAKHOUSE - NEW YORK,120.0,['2020-04-08'],
MCCORMICK SCOTTSDALE,65.0,['2020-03-30'],
MCCOY'S PUBLIC HOUSE RESTAURANT,38.0,['2024-03-01'],
MCCRELESS MALL 10,21.0,['2020-03-26'],
"MCCROMETER, INC",160.0,['2020-05-09'],MU
MCCUNE CHRYSLER JEEP DODGE,87.0,['2013-01-15'],
MCD INNOVATIONS,25.0,['2020-04-13'],
"MCDANIEL TECHNICAL SERVICES, INC",156.0,['2022-03-15'],MU
MCDERMOTT INC.,88.0,"['2014-03-20', '2014-07-30', '2015-02-19', '2018-05-01']",
"MCDONALD PLASTIC MOLDING, INC.",28.0,['2025-05-28'],MU
MCDONALD&RSQUO;S RESTAURANTS OF CALIFORNIA,63.0,['2020-09-14'],
MCDONALD'S,106.0,"['2013-12-01', '2020-01-31', '2024-09-01']",MCD
MCDONALD'S - ANGEL 10TH AVE. FOOD CORPORATION,65.0,['2015-09-30'],
"MCDONALD'S RESTAURANT/NICWIL, INC.",55.0,['2014-07-29'],MU
"MCDONALD'S USA, LLC",51.0,['2015-01-29'],VRT
MCDONALDS (DELTA TERMINAL #5),68.0,['2014-01-31'],
"MCDONNELL AND MCMANN PEDIATRIC DENTISTRY, PLLC DBA THE SMILE LODGE",108.0,['2020-03-23'],
MCDONOUGH HOLLAND & ALLEN PC,127.0,['2010-08-31'],
MCFADDEN,434.0,['2023-11-08'],
MCGHEE TYSON INN,38.0,['2015-09-11'],
MCGRAW HILL,56.0,['2020-01-08'],MH
"MCGRAW-HILL COMPANIES, INC",189.0,"['2009-12-15', '2011-12-08']",MU
MCGRAW-HILL EDUCATION,456.0,"['2011-12-09', '2014-10-07', '2015-06-30', '2015-07-01']",
MCINTOSH BOX & PALLET CO.,43.0,['2025-08-22'],
"MCKAY BOOKS, INC.",54.0,['2026-03-02'],MU
MCKESSON,153.0,"['2019-04-03', '2021-10-19']",MCK
MCKESSON CORPORATION,1694.0,"['2016-03-18', '2016-12-31', '2017-01-17', '2017-10-27', '2018-01-01', '2018-05-29', '2018-06-12', '2019-11-04', '2019-11-07', '2020-01-29', '2020-02-01', '2023-03-29', '2023-04-01']",MCK
MCKESSON CORPORATION - JACKSON,57.0,['2022-07-01'],
MCKESSON EMPOWERING HEALTHCARE,161.0,"['2011-01-26', '2020-11-10']",
MCKESSON MEDICAL SURGICAL,366.0,"['2014-01-01', '2014-04-18', '2024-09-11', '2024-12-13']",
MCKESSON RX TECHNOLOGY SOLUTIONS,52.0,['2020-12-14'],
MCKINLEY PAPER COMPANY,210.0,"['2020-06-12', '2024-06-25']",
"MCLANE/SUNEAST, INC D/B/A MCLANE SOUTHERN CA",53.0,['2013-11-11'],
"MCLANE/SUNEAST, INC. D/B/A MCLANE",142.0,"['2016-07-11', '2017-03-15']",
MCLAREN BAY REGION,178.0,"['2016-10-17', '2020-07-06']",
MCLAREN FLINT FOOD & NUTRITION SERVICE,44.0,"['2010-02-01', '2010-07-16', '2010-07-21', '2016-05-16']",
MCLAREN MEDICAL GROUP,115.0,"['2016-02-02', '2022-12-26', '2023-01-10', '2023-02-21', '2023-02-22', '2023-02-24']",
MCLAREN ST. LUKE'S HOSPITAL,743.0,['2023-03-09'],
MCLAREN WELLCARE CLINICS,118.0,['2023-03-24'],
MCM ELECTRONICS INC,93.0,['2017-07-28'],
MCMAKLER,310.0,"['2022-07-26', '2022-10-24', '2023-05-31', '2023-11-21']",
"MCMICHAEL MILLS, INC.",238.0,"['2015-03-25', '2024-02-13']",MU
"MCMINNVILLE MANUFACTURING, LLC",45.0,['2024-04-25'],VRT
MCNAIRY HOSPITAL CORPORATION,447.0,"['2016-03-18', '2020-04-13', '2020-05-05', '2020-08-12']",
MCQUADE CHILDREN'S SERVICES (GROUP HOME),46.0,['2009-12-14'],
"MCQUADE CHILDREN'S SERVICES (SCHOOL, RES CNTR, COM BASED SERVICE CNTR)",114.0,['2009-12-14'],
MCR HEALTH,47.0,['2024-11-08'],
MCSWAIN,34.0,['2017-05-05'],
"MCVAY BROTHERS CONTRACTORS, INC. / COEUR D'ALENE WINDOW COMPANY",5.0,['2024-01-25'],
"MCVEIGH GLOBAL MEETING AND EVENTS, LLC",53.0,['2020-03-29'],VRT
MCWANE CAST IRON PIPE COMPANY,322.0,"['2010-03-09', '2010-05-03', '2020-07-07']",
"MCWANE, INC. DBA ANACO",198.0,['2022-03-28'],
MD ANDERSON CANCER CENTER-MICHALE E. KEELING CENTER,5.0,['2017-01-05'],
MDAVIS,105.0,['2020-03-20'],
"MDH-DAY PROGRAM, INC.",99.0,['2020-08-21'],MU
MDV,18.0,['2012-06-28'],MDV
MDWISE,636.0,"['2017-02-16', '2025-11-13']",
ME POUPE,60.0,['2023-01-28'],
MEAD JOHNSON,18.0,['2026-03-01'],
"MEAD JOHNSON, RB HEALTH, AND RECKITT BENCKISER",290.0,"['2024-05-01', '2025-04-01']",
"MEADOW BURKE, LLC D/B/A LEVIAT",75.0,['2025-10-08'],
MEADOW GOLD DAIRIES,2754.0,"['2016-06-22', '2020-03-31', '2020-04-11', '2020-04-13', '2020-08-14', '2024-11-15']",
MEADOW GOLD DAIRIES HONOLULU,168.0,['2020-03-31'],
MEADOW GOLD DAIRIES KAILUA-KONA,35.0,['2020-03-31'],
"MEADOWBROOK MEAT CO., INC.",394.0,"['2016-04-01', '2017-03-17', '2017-04-02', '2017-04-18']",MU
MEADOWOOD NAPA VALLEY,265.0,['2020-08-19'],
MEADOWVIEW REHAB & WELLNESS,124.0,['2016-09-27'],
MEAN GIRLS BROADWAY LLC (MEAN GIRLS AT THE AUGUST WILSON THEATRE),97.0,['2020-06-16'],
"MEAN GIRLS NATIONAL TOUR LLC (MEAN GIRLS) (1501 BROADWAY, NYC)",67.0,['2020-06-16'],SF=F
MEARS TRANSPORTATION GROUP,184.0,"['2020-05-12', '2020-06-09', '2020-08-03']",
MEASUREMENT SPECIALTIES INC (TE CONNECTIVITY),10.0,['2016-04-20'],
MEATI,150.0,"['2024-02-20', '2025-03-07']",
"MECHANICAL SERVANTS, LLC DBA CONVENIENCE VALET",54.0,['2023-01-19'],
MECHANICS BANK,242.0,"['2017-03-10', '2020-05-09', '2022-08-31']",
MECHANIX WEAR LLC,27.0,['2021-02-16'],
MED-A.R.M.,54.0,['2014-09-30'],
"MED-FIT SYSTEMS, INC.",165.0,"['2014-04-18', '2014-07-02']",MU
"MED-LEGAL, LLC",147.0,['2021-12-23'],VRT
"MED-METRIX, LLC",142.0,['2025-04-01'],VRT
"MED-PHARMEX, INC.",130.0,['2026-02-25'],MU
MEDALLIA,59.0,['2023-02-24'],
"MEDFORD CPL, INC.",63.0,['2026-01-16'],MU
MEDFORD PLANT,74.0,['2023-07-28'],
"MEDFORD WELLINGTON SERVICE CO., INC",64.0,['2020-04-07'],MU
"MEDI-LYNX CARDIAC MONITORING, LLC",62.0,['2018-08-01'],VRT
"MEDIA LITHOGRAPHICS, INC.",67.0,['2010-10-30'],MU
MEDIA NEWS GROUP DBA DIGITAL FIRST,107.0,['2018-09-28'],
MEDIABRANDS WORLDWIDE INC,5.0,['2019-01-10'],
MEDIAMATH,53.0,"['2020-04-07', '2023-06-30']",
MEDIBUDDY,200.0,['2023-01-20'],
MEDICAGO USA INC,226.0,"['2022-10-26', '2023-02-06']",
MEDICAL CENTER PHARMACY,8.0,['2013-07-24'],
MEDICAL DEVICE COMPONENTS LLC DBA LIGHTEUM MEDICAL,83.0,['2026-02-02'],
MEDICAL MANUFACTURING TECHNOLOGIES / INTERFACE CATHETER SOLUTIONS,15.0,['2025-01-15'],
"MEDICAL TRANSPORTATION MANAGEMENT, INC.(CALL CENTER)",264.0,"['2018-04-17', '2019-01-23']",
MEDICINE SHOPPE PHARMACY,5.0,['2015-09-18'],
MEDIEVAL TIMES,760.0,"['2020-04-08', '2020-04-09', '2020-04-20']",
MEDIEVAL TIMES DINNER & TOURNAMENT,195.0,['2020-04-08'],
MEDIEVAL TIMES MEDIEVAL KNIGHTS,131.0,['2020-04-12'],
"MEDIEVAL TIMES U.S.A., INC. / MEDIEVAL KNIGHTS, LLC.",166.0,['2020-04-10'],VRT
"MEDIFAST, INC.",83.0,['2023-06-20'],MED
MEDILAND CORP. DBA PREMIUM WINDOWS,142.0,['2023-02-10'],
"MEDIMIX, & FIRST COAST HEALTH, LLC",95.0,['2015-04-13'],VRT
"MEDIMPACT HEALTHCARE SYSTEMS, INC.",206.0,"['2010-07-10', '2026-03-04']",MU
MEDINA CITY SCHOOLS,158.0,['2010-05-03'],
MEDITERRA BAKERY,20.0,['2023-08-17'],
MEDLINE INDUSTRIES,506.0,"['2021-03-23', '2021-04-01']",
MEDLINE INDUSTRIES - DYNACOR DIVISION,190.0,['2020-08-19'],
MEDLY HEALTH INC,76.0,['2022-04-11'],
MEDMEN ENTERPRISES INC.,7.0,['2024-02-02'],
